seq,room,deposit,rent,new_deposit,deposit_refund,plate,parking_fee,commission,period_start,period_end,remark,sheet,property,building
91.0,S207,1400,1400.0,1400.0,1400.0,,,1400.0,2026-06-15,2026-07-15,27年6月14日（1年）前客户到期退房,6月租金1,嘉定公寓,
92.0,S208,1900,,,1900.0,,,,2026-06-30,2027-06-30,到期退房,6月租金1,嘉定公寓,
93.0,S209,2100,2100.0,,,,,,2026-06-13,2026-07-13,27年4月12日（1年）,6月租金1,嘉定公寓,
94.0,S210,2000,2000.0,,,,,,2026-06-14,2026-07-14,2026年10月13日（1年）,6月租金1,嘉定公寓,
95.0,S211,2000,2000.0,,,,,,2026-06-27,2026-07-27,27年5月26日（1年）,6月租金1,嘉定公寓,
96.0,S212,2050,2050.0,,,浙F7JK00,,,2026-06-02,2026-07-02,续27年1月1日（10个月）（包停车）减500,6月租金1,嘉定公寓,
97.0,S213,2080,2080.0,2080.0,2180.0,,,2080.0,2026-06-12,2026-07-12,27年6月11日（1年）前客户到期退房,6月租金1,嘉定公寓,
98.0,S214,2000,2000.0,,,,,,2026-06-25,2026-07-25,续26年8月24日（6个月）,6月租金1,嘉定公寓,
99.0,S215,2300,2300.0,2300.0,2300.0,,,2300.0,2026-06-22,2026-07-22,27年6月21日（1年）前客户到期退房,6月租金1,嘉定公寓,
100.0,S301,1400,1400.0,,,,,,2026-06-21,2026-07-21,续26年12月20日（1年）,6月租金1,嘉定公寓,
101.0,S302,1600,1600.0,,,,,,2026-06-08,2026-07-08,续27年6月7日（1年）,6月租金1,嘉定公寓,
102.0,S303,1500,1500.0,,,,,,2026-06-01,2026-07-01,续26年11月30日（1年）,6月租金1,嘉定公寓,
103.0,S304,1680,1680.0,,,,,,2026-06-10,2026-07-10,27年3月9日（1年）,6月租金1,嘉定公寓,
104.0,S305,1500,1500.0,,,,,,2026-06-14,2026-07-14,续27年6月13日（1年）,6月租金1,嘉定公寓,
105.0,S306,1800,3600.0,1800.0,1320.0,,,900.0,2026-07-01,2026-08-01,2027年6月30日（1年）转租7天租金420+900押金,6月租金1,嘉定公寓,
106.0,S307,1400,1400.0,,,,,,2026-06-15,2026-07-15,续27年6月14日（1年）,6月租金1,嘉定公寓,
107.0,S308,1880,1880.0,,,,,,2026-06-17,2026-07-17,27年1月16日（1年）,6月租金1,嘉定公寓,
108.0,S309,2100,2100.0,,,,,,2026-06-30,2026-07-30,续26年12月29日（1年）,6月租金1,嘉定公寓,
109.0,S310,2000,2000.0,,,皖M7L937,150.0,,2026-06-03,2026-07-03,续27年4月2日（1年）减500,6月租金1,嘉定公寓,
110.0,S311,2050,2050.0,,2537.0,,,,2026-06-08,2026-07-08,提前退房新客户入住乙付订金2号开始,6月租金1,嘉定公寓,
111.0,S312,2000,2000.0,,,,,,2026-06-22,2026-07-22,27年4月21日（1年）,6月租金1,嘉定公寓,
112.0,S313,2000,2000.0,,,,,,2026-06-18,2026-07-18,26年9月17日（1年）,6月租金1,嘉定公寓,
113.0,S314,2000,2000.0,,,皖A868SR,150.0,,2026-06-13,2026-07-13,续27年4月12日（1年）减500,6月租金1,嘉定公寓,
114.0,S315,2200,,,,川G7SX21,,,2026-08-01,2027-08-01,续26年10月30日（1年）,6月租金1,嘉定公寓,
115.0,S401,1500,1500.0,,,豫S598H8,150.0,,2026-06-15,2026-07-15,27年3月14日（1年）,6月租金1,嘉定公寓,
116.0,S402,1600,1600.0,,,,,,2026-06-28,2026-07-28,续26年12月27日（1年）减200,6月租金1,嘉定公寓,
117.0,S403,1500,1500.0,,,苏FQ90D6,150.0,,2026-06-25,2026-07-25,续27年4月24日（1年）,6月租金1,嘉定公寓,
118.0,S404,1600,1600.0,,,,,,2026-06-10,2026-07-10,26年7月9日（1年）,6月租金1,嘉定公寓,
119.0,S405,1500,1500.0,,,,,,2026-06-11,2026-07-11,26年11月10日（1年）,6月租金1,嘉定公寓,
120.0,S406,1600,1600.0,,,,,,2026-06-15,2026-07-15,续27年8月14日（6个月）减300,6月租金1,嘉定公寓,
121.0,S407,1400,1400.0,,,苏FDK751,150.0,,2026-06-15,2026-07-15,续26年6月14日（4个月）,6月租金1,嘉定公寓,
122.0,S408,1900,1900.0,100.0,1880.0,,,,2026-06-01,2026-07-01,27年4月30日（1年）R305调房,6月租金1,嘉定公寓,
123.0,S409,2100,2000.0,,,,,,2026-06-01,2026-07-01,续27年2月28日（1年）减100,6月租金1,嘉定公寓,
124.0,S410,2080,4160.0,,,,,,2026-06-28,2026-07-28,27年3月27日（1年）,6月租金1,嘉定公寓,
125.0,S411,2080,4130.0,2080.0,1571.0,鄂AK7792,150.0,1040.0,2026-06-22,2026-07-22,27年6月21日（1年）转租8天租金546+押金1025,6月租金1,嘉定公寓,
126.0,S412,2080,2080.0,,,,,,2026-06-08,2026-07-08,27年4月7日（1年）,6月租金1,嘉定公寓,
127.0,S413,2000,2000.0,,,,,,2026-06-08,2026-07-08,26年7月7日（1年）,6月租金1,嘉定公寓,
128.0,S414,2000,2000.0,,,,,,2026-06-07,2026-07-07,26年7月6日（6个月）,6月租金1,嘉定公寓,
129.0,S415,2300,2300.0,,,,,,2026-06-28,2026-07-28,27年3月27日（1年）,6月租金1,嘉定公寓,
1.0,Q101,2300,2300.0,,,,,,2026-05-11,2026-06-11,27年4月10日（1年）,5月租金1,嘉定公寓,
2.0,Q102,2300,3360.0,2300.0,1130.0,,,1150.0,2026-05-22,2026-06-22,27年5月21日（1年）转租,5月租金1,嘉定公寓,
3.0,Q103,2300,2300.0,,,,,,2026-05-22,2026-06-22,27年3月21日（1年）,5月租金1,嘉定公寓,
4.0,Q105,2400,2400.0,,,,,,2026-05-19,2026-06-19,27年1月18日（1年）,5月租金1,嘉定公寓,
5.0,Q106,2260,2260.0,,,,,,2026-05-14,2026-06-14,26年7月13日（1年）,5月租金1,嘉定公寓,
6.0,Q108,2300,2300.0,,,豫Q851DY,150.0,,2026-05-06,2026-06-06,27年4月5日（1年）,5月租金1,嘉定公寓,
7.0,Q201,2060,2060.0,,,,,,2026-05-29,2026-06-29,26年7月28日（1年）,5月租金1,嘉定公寓,
8.0,Q202,2200,2200.0,,,,,,2026-05-26,2026-06-26,26年7月25日（1年）,5月租金1,嘉定公寓,
9.0,Q205,2100,2100.0,,,苏UH001C,150.0,,2026-05-01,2026-06-01,26年8月30日（1年）,5月租金1,嘉定公寓,
10.0,Q206,2200,2200.0,,,,,,2026-05-05,2026-06-05,27年4月4日（1年）,5月租金1,嘉定公寓,
11.0,R101,1750,1750.0,,,,,,2026-05-19,2026-06-19,26年12月18日（1年）,5月租金1,嘉定公寓,
12.0,R102,1880,1880.0,1880.0,1560.0,,,940.0,2026-05-06,2026-06-06,27年5月5日（1年）转租11天租金660+900押金,5月租金1,嘉定公寓,
13.0,R103,1600,,,,,,,2025-01-15,2026-01-15,续27年1月15日（1年）（付清）,5月租金1,嘉定公寓,
14.0,R104,1880,,,,,,,2026-06-06,2027-06-06,27年5月5日（1年）,5月租金1,嘉定公寓,
15.0,R105,1880,1880.0,,,,,,2026-05-06,2026-06-06,27年2月5日（1年）,5月租金1,嘉定公寓,
16.0,R106,1750,1750.0,,,,,,2026-05-01,2026-06-01,27年1月31日（1年）,5月租金1,嘉定公寓,
17.0,R107,1800,2500.0,,,沪BAR8032,150.0,900.0,2026-05-27,2026-06-27,26年12月26日（6个月）,5月租金1,嘉定公寓,
18.0,R108,1700,1700.0,,,,,,2026-05-24,2026-06-24,26年8月23日（1年）,5月租金1,嘉定公寓,
19.0,R109,1500,1500.0,,,,,,2026-05-04,2026-06-04,26年11月3日（1年）,5月租金1,嘉定公寓,
20.0,R110,1800,,,,,,,2026-05-21,2027-05-21,26年6月20日（1年）,5月租金1,嘉定公寓,
21.0,R111,1800,1800.0,,,,,,2026-05-18,2026-06-18,27年4月17日（1年）,5月租金1,嘉定公寓,
22.0,R112,1800,1800.0,,,,,,2026-05-19,2026-06-19,续27年2月18日（1年）,5月租金1,嘉定公寓,
23.0,R113,1800,1800.0,,,苏UEA054,150.0,,2026-05-17,2026-06-17,26年12月16日（1年）,5月租金1,嘉定公寓,
24.0,R114,1850,1850.0,,,,,,2026-05-20,2026-06-20,27年3月19日（1年）,5月租金1,嘉定公寓,
25.0,R115,1800,1800.0,,,,,,2026-05-11,2026-06-11,26年6月10日（1年）,5月租金1,嘉定公寓,
26.0,R116,1800,1800.0,,,,,,2026-05-27,2026-06-27,26年8月26日（1年）,5月租金1,嘉定公寓,
27.0,R117,1880,1880.0,,,,,,2026-05-21,2026-06-21,27年4月20日（1年）,5月租金1,嘉定公寓,
28.0,R118,1600,1600.0,,,,,,2026-05-01,2026-06-01,26年5月31日（1年）,5月租金1,嘉定公寓,
29.0,R119,1880,1880.0,,,苏U81R07,,,2026-05-25,2026-06-25,28年5月24日（3年包停车）,5月租金1,嘉定公寓,
30.0,R201,1800,1800.0,,,,,,2026-05-09,2026-06-09,26年12月8日（1年）,5月租金1,嘉定公寓,
31.0,R202,1600,1600.0,,,豫S593K9,150.0,,2026-05-26,2026-06-25,27年1月25日（1年）,5月租金1,嘉定公寓,
32.0,R203,1750,1750.0,,,,,,2026-05-13,2026-06-13,27年1月12日（1年）,5月租金1,嘉定公寓,
33.0,R204,1800,1800.0,1800.0,1620.0,,,900.0,2026-05-13,2026-06-13,27年4月25日（1年）转租12天租金+900押金合计1620,5月租金1,嘉定公寓,
34.0,R206,1800,1800.0,,,,,,2026-05-07,2026-06-07,27年3月6日（1年）,5月租金1,嘉定公寓,
35.0,R207,2200,2200.0,2200.0,1467.0,,,2200.0,2026-05-14,2026-06-14,27年5月13日（1年）,5月租金1,嘉定公寓,
36.0,R208,1620,4860.0,,,,,,2025-05-10,2026-08-10,26年5月9日（1年）,5月租金1,嘉定公寓,
37.0,R209,2150,2150.0,,,,,,2026-05-03,2026-06-03,26年9月2日（1年）,5月租金1,嘉定公寓,
38.0,R210,1880,1880.0,,,,,,2026-05-23,2026-06-23,26年11月22日（1年）,5月租金1,嘉定公寓,
39.0,R211,2250,2250.0,2250.0,,,,2250.0,2026-05-13,2026-06-13,27年5月12日（1年）,5月租金1,嘉定公寓,
40.0,R212,1800,1800.0,,,,,,2026-05-19,2026-06-19,27年3月18日（1年）,5月租金1,嘉定公寓,
41.0,R213,2300,2300.0,,,沪BDS3229,150.0,,2026-05-08,2026-06-08,27年3月7日（1年）,5月租金1,嘉定公寓,
42.0,R214,1700,1700.0,,,,,,2026-05-03,2026-06-03,27年3月2日（1年）,5月租金1,嘉定公寓,
43.0,R215,2300,2300.0,,,,,,2026-05-24,2026-06-24,26年5月23日（3个月）,5月租金1,嘉定公寓,
44.0,R216,1880,1880.0,,,沪BDC0596,150.0,,2026-05-01,2026-06-01,26年5月31日（3个月）,5月租金1,嘉定公寓,
45.0,R217,2200,,,,浙F32F5J,300.0,,2026-07-01,2027-07-01,27年3月31日（1年）,5月租金1,嘉定公寓,
46.0,R218,1750,1750.0,,,,,,2026-05-22,2026-06-22,27年1月21日（1年）,5月租金1,嘉定公寓,
47.0,R219,2300,2300.0,,,,,,2026-05-03,2026-06-03,28年4月2日（2年）,5月租金1,嘉定公寓,
48.0,R220,1800,1800.0,,,,,,2026-05-06,2026-06-06,27年4月5日（1年）,5月租金1,嘉定公寓,
49.0,R301,1600,1600.0,,,辽AFJ1105,150.0,,2026-05-24,2026-06-24,27年3月23日（1年）,5月租金1,嘉定公寓,
50.0,R302,1800,1800.0,,,,,,2026-05-16,2026-06-16,续26年11月15日（1年）,5月租金1,嘉定公寓,
51.0,R303,1800,1800.0,,,,,,2026-05-03,2026-06-03,27年4月2日（1年）,5月租金1,嘉定公寓,
52.0,R304,2800,5600.0,2800.0,,,,2800.0,2026-06-01,2026-07-01,27年5月30日（1年）,5月租金1,嘉定公寓,
52.0,R305,1800,1800.0,1800.0,1260.0,,,900.0,2026-05-01,2026-06-01,27年4月30日（1年）转租6天租金+900押金,5月租金1,嘉定公寓,
53.0,R306,2150,2150.0,,,,,,2026-05-10,2026-06-10,26年12月9日（1年）,5月租金1,嘉定公寓,
54.0,R307,1700,1700.0,,,,,,2026-05-19,2026-06-19,续27年3月18日（1年）,5月租金1,嘉定公寓,
55.0,R308,2000,2000.0,,,,,,2026-05-06,2026-06-06,27年3月5日（1年）唐总推荐,5月租金1,嘉定公寓,
56.0,R309,1700,1700.0,,,,,,2026-05-06,2026-06-06,续27年3月5日（1年）减300,5月租金1,嘉定公寓,
57.0,R310,2300,2300.0,,,,,,2026-05-18,2026-06-18,27年3月17日（1年）,5月租金1,嘉定公寓,
58.0,R311,1800,1800.0,,,,,,2026-05-26,2026-06-26,27年3月25日（1年）,5月租金1,嘉定公寓,
59.0,R312,2200,2200.0,,,,,,2026-05-01,2026-06-01,续26年12月31日（1年）减500,5月租金1,嘉定公寓,
60.0,R313,1800,1800.0,,,,,,2026-05-01,2026-06-01,27年3月30日（1年）,5月租金1,嘉定公寓,
61.0,R314,2400,2400.0,,,,,,2026-05-14,2026-06-14,26年7月13日（3个月）,5月租金1,嘉定公寓,
62.0,R315,1800,1800.0,,,,,,2026-05-15,2026-06-15,27年3月14日（1年）,5月租金1,嘉定公寓,
63.0,R316,2000,2000.0,,,苏E55B9P,150.0,,2026-05-01,2026-06-01,续26年6月31日（6个月）,5月租金1,嘉定公寓,
64.0,R317,1700,1700.0,,,,,,2026-05-10,2026-06-10,26年12月9日（1年）,5月租金1,嘉定公寓,
65.0,R318,无押金,1500.0,,,,,,2026-05-20,2026-06-20,唐总小舅子,5月租金1,嘉定公寓,
66.0,R319,1800,1800.0,,,,,,2026-05-10,2026-06-10,26年9月9日（1年）,5月租金1,嘉定公寓,
67.0,R401,1400,1400.0,,,,,,2026-05-19,2026-06-19,27年3月18日（1年）客户月底搬家,5月租金1,嘉定公寓,
68.0,R402,1500,1500.0,,,普MWF781,150.0,,2026-05-10,2026-06-10,续26年11月9日（1年）减300,5月租金1,嘉定公寓,
69.0,R403,1500,1500.0,1500.0,,,,750.0,2026-05-13,2026-06-13,26年11月12日（6个月）,5月租金1,嘉定公寓,
70.0,R404,1300,1300.0,,,,,,2026-05-01,2026-06-01,26年9月1日（1年）,5月租金1,嘉定公寓,
71.0,S003,1600,1600.0,,,,,,2026-05-01,2026-06-01,续27年2月28日（1年）减300,5月租金1,嘉定公寓,
72.0,S004,2000,2000.0,,,苏U3711J,150.0,,2026-05-01,2026-06-01,26年8月31日（1年）,5月租金1,嘉定公寓,
73.0,S005,2000,2000.0,,,,,,2026-05-20,2026-06-20,26年9月19日（1年）,5月租金1,嘉定公寓,
74.0,S101,2100,2100.0,,,,,,2026-05-01,2026-06-01,25年9月30日（6个月）,5月租金1,嘉定公寓,
75.0,S102,2300,2300.0,,,,,,2026-05-09,2026-06-09,26年10月8日（1年）,5月租金1,嘉定公寓,
76.0,S103,2180,2180.0,,,,,,2026-05-01,2026-06-01,27年2月28日（1年）,5月租金1,嘉定公寓,
77.0,S104,2900,2900.0,,,,,,2026-05-18,2026-06-18,续26年11月17日（6个月）,5月租金1,嘉定公寓,
78.0,S105,2000,2000.0,,,,,,2026-05-01,2026-06-01,26年10月31日（1年）,5月租金1,嘉定公寓,
79.0,S106,1800,1800.0,,,,,,2026-05-01,2026-06-01,续27年4月30日（1年）,5月租金1,嘉定公寓,
80.0,S107,2000,2000.0,,,,,,2026-05-13,2026-06-13,26年8月12日（1年）,5月租金1,嘉定公寓,
81.0,S108,2080,2080.0,,,,,,2026-05-03,2026-06-03,27年3月2日（1年）,5月租金1,嘉定公寓,
82.0,S109,1800,1800.0,,,,,,2026-05-08,2026-06-08,续2026年9月7日（1年）,5月租金1,嘉定公寓,
83.0,S110,2080,4080.0,2080.0,1333.0,,,1040.0,2026-05-25,2026-06-25,27年5月24日（1年）转租5天租金+押金1000,5月租金1,嘉定公寓,
84.0,S111,2300,2300.0,2300.0,2566.0,,,2300.0,2026-05-25,2026-06-25,27年5月24日（1年）新客户提前入住多退5天租金,5月租金1,嘉定公寓,
85.0,S201,1500,1500.0,,,,,,2026-05-01,2026-06-01,26年5月31日（3个月）,5月租金1,嘉定公寓,
86.0,S202,1680,1680.0,,,,,,2026-05-14,2026-06-14,27年3月13日（1年）,5月租金1,嘉定公寓,
87.0,S203,1500,1500.0,,,,,,2026-05-26,2026-06-26,26年10月25日（1年）,5月租金1,嘉定公寓,
88.0,S204,1600,1600.0,1600.0,2026.0,,,1600.0,2026-05-14,2026-06-14,26年5月13日（1年）（新客户急需住房前客户提前退房）,5月租金1,嘉定公寓,
89.0,S205,1500,1500.0,,,,,,2026-05-04,2026-06-04,27年5月3日（1年）,5月租金1,嘉定公寓,
90.0,S206,1600,1600.0,,,,,,2026-05-05,2026-06-05,26年1月4日（1年）,5月租金1,嘉定公寓,
91.0,S207,1400,1400.0,,,,,,2026-05-12,2026-06-12,26年3月10日（1年）,5月租金1,嘉定公寓,
92.0,S208,1900,,,,,,,2026-06-30,2027-06-30,3个月,5月租金1,嘉定公寓,
93.0,S209,2100,2100.0,,,,,,2026-05-13,2026-06-13,27年4月12日（1年）,5月租金1,嘉定公寓,
94.0,S210,2000,2000.0,,,,,,2026-05-14,2026-06-14,2026年10月13日（1年）,5月租金1,嘉定公寓,
95.0,S211,2000,2000.0,2000.0,1540.0,,,2000.0,2026-05-27,2026-06-27,27年5月26日（1年）（前客户退房多住8天）,5月租金1,嘉定公寓,
96.0,S212,2050,2050.0,,,浙F7JK00,,,2026-05-02,2026-06-02,续27年1月1日（10个月）（包停车）减500,5月租金1,嘉定公寓,
97.0,S213,2180,,,,,,,2026-06-10,2027-06-10,26年6月9日（3个月）,5月租金1,嘉定公寓,
98.0,S214,2000,2000.0,,,,,,2026-05-25,2026-06-25,续26年8月24日（6个月）,5月租金1,嘉定公寓,
99.0,S215,2300,2300.0,,,,,,2026-05-21,2026-06-21,26年6月20日（1年）,5月租金1,嘉定公寓,
100.0,S301,1400,1400.0,,,,,,2026-05-21,2026-06-21,续26年12月20日（1年）,5月租金1,嘉定公寓,
101.0,S302,1600,1600.0,,,,,,2026-05-08,2026-06-08,26年6月7日（1年）,5月租金1,嘉定公寓,
102.0,S303,1500,1500.0,,,,,,2026-05-01,2026-06-01,续26年11月30日（1年）,5月租金1,嘉定公寓,
103.0,S304,1680,1680.0,,,,,,2026-05-10,2026-06-10,27年3月9日（1年）,5月租金1,嘉定公寓,
104.0,S305,1500,1500.0,,,,,,2026-05-14,2026-06-14,26年6月13日（1年）,5月租金1,嘉定公寓,
105.0,S306,1800,1800.0,,,,,,2026-05-08,2026-06-08,26年11月7日（1年）,5月租金1,嘉定公寓,
106.0,S307,1400,1400.0,,,,,,2026-05-15,2026-06-15,26年6月14日（1年）,5月租金1,嘉定公寓,
107.0,S308,1880,1880.0,,,,,,2026-05-17,2026-06-17,27年1月16日（1年）,5月租金1,嘉定公寓,
108.0,S309,2100,2100.0,,,,,,2026-05-30,2026-06-30,26年6月29日（1年）,5月租金1,嘉定公寓,
109.0,S310,2000,2000.0,,,皖M7L937,150.0,,2026-05-03,2026-06-03,续27年4月2日（1年）减500,5月租金1,嘉定公寓,
110.0,S311,2050,2050.0,,,,,,2026-05-08,2026-06-08,26年3月7日（1年包停车）,5月租金1,嘉定公寓,
111.0,S312,2000,2000.0,,,,,,2026-05-22,2026-06-22,27年4月21日（1年）,5月租金1,嘉定公寓,
112.0,S313,2000,2000.0,,,,,,2026-05-18,2026-06-18,26年9月17日（1年）,5月租金1,嘉定公寓,
113.0,S314,2000,2000.0,,,皖A868SR,150.0,,2026-05-13,2026-06-13,续27年4月12日（1年）减500,5月租金1,嘉定公寓,
114.0,S315,2200,6600.0,,,川G7SX21,450.0,,2026-05-01,2026-08-01,续26年10月30日（1年）,5月租金1,嘉定公寓,
115.0,S401,1500,1500.0,,,豫S598H8,150.0,,2026-05-15,2026-06-15,27年3月14日（1年）,5月租金1,嘉定公寓,
116.0,S402,1600,1600.0,,,,,,2026-05-28,2026-06-28,续26年12月27日（1年）减200,5月租金1,嘉定公寓,
117.0,S403,1500,1500.0,,,苏FQ90D6,150.0,,2026-05-25,2026-06-25,续27年4月24日（1年）,5月租金1,嘉定公寓,
118.0,S404,1600,1600.0,,,,,,2026-05-10,2026-06-10,26年7月9日（1年）,5月租金1,嘉定公寓,
119.0,S405,1500,1500.0,,,,,,2026-05-11,2026-06-11,26年11月10日（1年）,5月租金1,嘉定公寓,
120.0,S406,1600,1600.0,,,,,,2026-05-15,2026-06-15,续27年8月14日（6个月）减300,5月租金1,嘉定公寓,
121.0,S407,1400,1400.0,,,苏FDK751,150.0,,2026-05-15,2026-06-15,续26年6月14日（4个月）,5月租金1,嘉定公寓,
122.0,S408,1880,1880.0,,,,,,2026-05-08,2026-06-08,26年6月7日（3个月）,5月租金1,嘉定公寓,
123.0,S409,2100,2000.0,,,,,,2026-05-01,2026-06-01,续27年2月28日（1年）减100,5月租金1,嘉定公寓,
124.0,S410,2080,2080.0,,,,,,2026-05-28,2027-05-28,27年3月27日（1年）,5月租金1,嘉定公寓,
125.0,S411,2050,2050.0,,,,,,2026-05-01,2026-06-01,26年10月31日（1年）,5月租金1,嘉定公寓,
126.0,S412,2080,2080.0,,,豫GU698L,150.0,,2026-05-08,2026-06-08,27年4月7日（1年）,5月租金1,嘉定公寓,
127.0,S413,2000,2000.0,,,,,,2026-05-08,2026-06-08,26年7月7日（1年）,5月租金1,嘉定公寓,
128.0,S414,2000,4000.0,,,,,,2026-04-07,2026-06-07,26年7月6日（6个月）,5月租金1,嘉定公寓,
129.0,S415,2300,2300.0,,,,,,2026-05-28,2026-06-28,27年3月27日（1年）,5月租金1,嘉定公寓,
1.0,Q101,2300,2300.0,2300.0,1150.0,,,1150.0,2026-04-11,2026-05-11,27年4月10日（1年）转租,4月租金1,嘉定公寓,
2.0,Q102,2260,1200.0,,,,,,2026-04-22,2027-04-22,27年1月21日（1年）,4月租金1,嘉定公寓,
3.0,Q103,2300,2300.0,,,,,,2026-04-22,2026-05-22,27年3月21日（1年）,4月租金1,嘉定公寓,
4.0,Q105,2400,2400.0,,,,,,2026-04-19,2026-05-19,27年1月18日（1年）,4月租金1,嘉定公寓,
5.0,Q106,2260,2260.0,,,,,,2026-04-14,2026-05-14,26年7月13日（1年）,4月租金1,嘉定公寓,
6.0,Q108,2300,,,,,,,2026-05-06,2027-05-06,27年4月5日（1年）,4月租金1,嘉定公寓,
7.0,Q201,2060,2060.0,,,,,,2026-04-29,2026-05-29,26年7月28日（1年）,4月租金1,嘉定公寓,
8.0,Q202,2200,2200.0,,,,,,2026-04-26,2026-05-26,26年7月25日（1年）,4月租金1,嘉定公寓,
9.0,Q205,2100,2100.0,,,苏UH001C,150.0,,2026-04-01,2026-05-01,26年8月30日（1年）,4月租金1,嘉定公寓,
10.0,Q206,2200,2200.0,2200.0,,,,2200.0,2026-04-05,2026-05-05,27年4月4日（1年）前客户退房,4月租金1,嘉定公寓,
11.0,R101,1750,1750.0,,,,,,2026-04-19,2026-05-19,26年12月18日（1年）,4月租金1,嘉定公寓,
12.0,R102,1800,1800.0,1800.0,,,,1800.0,2026-04-18,2026-05-18,27年4月17日（1年）,4月租金1,嘉定公寓,
13.0,R103,1600,14200.0,,,,,,2025-01-15,2026-01-15,续27年1月15日（1年）（付清）,4月租金1,嘉定公寓,
14.0,R104,1880,1880.0,1880.0,,,,1880.0,2026-05-06,2026-06-06,27年5月5日（1年）前客户退房,4月租金1,嘉定公寓,
15.0,R105,1880,1880.0,,,,,,2026-04-06,2026-05-06,27年2月5日（1年）,4月租金1,嘉定公寓,
16.0,R106,1750,1750.0,,,,,,2026-04-01,2026-05-01,27年1月31日（1年）,4月租金1,嘉定公寓,
17.0,R107,1800,1800.0,,,,,,2026-04-18,2026-05-18,26年6月17日（1年）,4月租金1,嘉定公寓,
18.0,R108,1700,1700.0,,,,,,2026-04-24,2026-05-24,26年8月23日（1年）,4月租金1,嘉定公寓,
19.0,R109,1500,1500.0,,,,,,2026-04-04,2026-05-04,26年11月3日（1年）,4月租金1,嘉定公寓,
20.0,R110,1800,1800.0,,,,,,2026-04-21,2026-05-21,26年6月20日（1年）,4月租金1,嘉定公寓,
21.0,R111,1800,1930.0,1800.0,,,,1800.0,2026-04-18,2026-05-18,27年4月17日（1年）四件套130,4月租金1,嘉定公寓,
22.0,R112,1800,1800.0,,,,,,2026-04-19,2026-05-19,续27年2月18日（1年）,4月租金1,嘉定公寓,
23.0,R113,1800,1800.0,,,苏UEA054,150.0,,2026-04-17,2026-05-17,26年12月16日（1年）,4月租金1,嘉定公寓,
24.0,R114,1850,1850.0,,,,,,2026-04-20,2026-05-20,27年3月19日（1年）,4月租金1,嘉定公寓,
25.0,R115,1800,1800.0,,,,,,2026-04-11,2026-05-11,26年6月10日（1年）,4月租金1,嘉定公寓,
26.0,R116,1800,1800.0,,,,,,2026-04-27,2026-05-27,26年8月26日（1年）,4月租金1,嘉定公寓,
27.0,R117,1880,1880.0,1880.0,,,,1880.0,2026-04-21,2026-05-21,27年4月20日（1年）,4月租金1,嘉定公寓,
28.0,R118,1600,1600.0,,,,,,2026-04-01,2026-05-01,26年5月31日（1年）,4月租金1,嘉定公寓,
29.0,R119,1880,1880.0,,,苏U81R07,,,2026-04-25,2026-05-25,28年5月24日（3年包停车）,4月租金1,嘉定公寓,
30.0,R201,1800,1800.0,,,,,,2026-04-09,2026-05-09,26年12月8日（1年）,4月租金1,嘉定公寓,
31.0,R202,1600,1600.0,,,豫S593K9,150.0,,2026-04-26,2026-05-26,27年1月25日（1年）,4月租金1,嘉定公寓,
